Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
ZA,West Rand,Mogale City,"-26.170333,27.806556",SO2,South Africa,ppm,8e-06,2021-08-06T14:00:00+02:00,South Africa
AU,Geelong,Geelong South,"-38.17356,144.3703",SO2,Australia - Victoria,ppm,2e-05,2021-08-06T13:00:00+02:00,Australia
ZA,Mangaung  Metro,Pelonomi,"-29.138507,26.241952",SO2,South Africa,ppm,0.000234,2021-08-06T14:00:00+02:00,South Africa
AU,Melbourne,Alphington,"-37.7784081,145.0306",SO2,Australia - Victoria,ppm,0.00029,2021-08-06T13:00:00+02:00,Australia
ZA,Garden Route,George,"-33.981195,22.473122",SO2,South Africa,ppm,0.000329,2021-08-06T14:00:00+02:00,South Africa
AU,Altona North,Altona North,"-37.8441238,144.861618",SO2,Australia - Victoria,ppm,0.00034,2021-08-06T13:00:00+02:00,Australia
AU,Morwell,Morwell East,"-38.229393,146.424454",SO2,Australia - Victoria,ppm,0.00036,2021-08-06T13:00:00+02:00,Australia
TH,Trat,Trat Provincial Central Stadium,"12.234862,102.523721",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,Kansas City,Troost,"39.10465,-94.57055",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
CA,NEW BRUNSWICK,FREDERICTON-NEEDHAM,"45.957289,-66.645236",NO2,AirNow,ppm,0.001,2021-08-06T11:00:00+02:00,Canada
US,Pocatello,Pocatello STP,"42.916401,-112.5158",SO2,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
TH,Chiang Mai,Yupparaj Wittayalai School,"18.7909205,98.9881062",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,Cincinnati-Middletown,Colerain,"39.21494,-84.69086",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,St. Louis,BLAIR STREET,"38.656449,-90.198548",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,MERRIMACK,Pembroke Exchange St,"43.13246,-71.458246",SO2,AirNow,ppm,0.001,2021-08-06T03:00:00+02:00,United States
TH,Satun,"City Hall, Satun","6.624686,100.066212",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
TH,Pathum Thani,Bangkok University Rangsit Campus,"14.03742,100.605216",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,OUTAGAMIE,Kaukauna,"44.2893,-88.25219",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Mobile,CHICK.,"30.7697,-88.0875",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Santa Rosa-Petaluma,Sebastopol,"38.403765,-122.818294",NO2,AirNow,ppm,0.001,2021-08-06T02:00:00+02:00,United States
US,Riverton,Riverton Mobile,"43.024214,-108.363703",SO2,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
US,Macon,Macon Forestry,"32.8031,-83.5447",O3,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,New York-Northern New Jersey-Long Island,Elizabeth Trailer,"40.641441,-74.208366",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Portland-Vancouver-Beaverton,Portland - SE Lafaye,"45.496641,-122.602877",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Charlotte-Gastonia-Concord,GARINGER,"35.2411,-80.7831",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,FRESNO,Fresno - Garland,"36.78538,-119.77321",SO2,AirNow,ppm,0.001,2021-08-06T10:00:00+02:00,United States
US,AROOSTOOK,MICMAC,"46.6964,-68.033096",NO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Lebanon,Woodstock,"43.945,-71.7008",O3,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
US,East Liverpool-Salem,East Liverpool,"40.631972,-80.547296",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,CUYAHOGA,Fire Station 13,"41.471782,-81.656792",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,PIKE,PIKE2001,"37.4828,-82.5353",O3,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,HILLSBOROUGH,APOLLO BEACH,"27.779712,-82.419835",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Paducah,SMITHLD,"37.1556,-88.3931",O3,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,GILMER,Cedar Creek,"38.8795,-80.8477",O3,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
US,NORTHAMPTON,Northampton,"36.511708,-77.655389",NO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,IRON,Buick NE,"37.652142,-91.11653",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Omaha-Council Bluffs,16th and Whitmore,"41.322472,-95.937992",SO2,AirNow,ppm,0.001,2021-08-06T06:00:00+02:00,United States
TH,Chiang Rai,Maesai Health Office,"20.427325,99.883842",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,Pascagoula,PASCAGOULA,"30.377501,-88.533897",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Vallejo-Fairfield,Vallejo,"38.102507,-122.237976",SO2,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
US,Terre Haute,Terre Haute-Lafayett,"39.4861,-87.4014",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,San Francisco-Oakland-Fremont,Richmond - 7th St,"37.9478,-122.3636",SO2,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
CA,MANITOBA,Flin Flon,"54.765,-101.8753",SO2,AirNow,ppm,0.001,2021-08-06T09:00:00+02:00,Canada
TH,Nonthaburi,Department of Disease Control,"13.807156,100.506319",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,Wichita,PECK,"37.4769,-97.3664",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Riverside-San Bernardino-Ontario,Riverside - Rubidoux,"33.999449,-117.415831",SO2,AirNow,ppm,0.001,2021-08-06T11:00:00+02:00,United States
US,SAN JUAN,Chaco Culture Nation,"36.035,-107.904167",NO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,CARBON,P2,"39.595798,-110.769997",NO2,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
CA,NOVA SCOTIA,PORT HAWKESBURY,"45.61394,-61.36235",NO2,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,Canada
US,Kingsport-Bristol-Bristol,Andrew Johnson Elem.,"36.526416,-82.528679",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,ADAIR,STILWELL CASTNET & N,"35.750599,-94.669701",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
TH,Sa Kaeo,Kanjanapisek Park,"13.691047,102.510442",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,OXFORD,Bethel Smith Farm Ro,"44.377794,-70.854697",O3,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
US,New Orleans-Metairie-Kenner,Kenner,"30.0411,-90.2728",O3,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Boston-Cambridge-Quincy,Portsmouth,"43.075371,-70.748017",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Green Bay,GREEN BAY E HIGH,"44.5167,-87.9939",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Youngstown-Warren-Boardman,Youngstown - Oakhill,"41.096158,-80.658908",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,WARREN,Columbia,"40.924606,-75.067825",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Huntington-Ashland,FIVCO,"38.4592,-82.6339",O3,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,TETON,Yellowstone- Old Fai,"44.373056,-110.830833",NO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
TH,Saraburi,Na Phralan Police Station,"14.685833,100.871996",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,Detroit-Warren-Livonia,DETROIT-SW,"42.3042,-83.1072",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Muscatine,"Muscatine, Musser Pa","41.407799,-91.0625",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
TH,Sakon Nakhon,"Meteorological stations, Sakon Nakhon","17.15662,104.133216",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,Lakeland,Sikes Elementary Sch,"27.94,-82.0003",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Lansing-East Lansing,LANSING,"42.76138,-84.562867",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Casper,Casper Gaseous,"42.82231,-106.36501",NO2,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
US,MONROE,MTSP,"39.4751,-91.78899",NO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Albuquerque,Del Norte,"35.1353,-106.584702",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,CARIBOU,Soda Springs SO2,"42.695301,-111.593903",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,GARRETT,Piney Run,"39.705799,-79.011902",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Los Angeles-Long Beach-Santa Ana,Los Angeles - N. Mai,"34.066429,-118.226755",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Champaign-Urbana,Bondville,"40.0519,-88.3724",SO2,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
US,Cheyenne,Cheyenne NCore,"41.18222,-104.778336",SO2,AirNow,ppm,0.001,2021-08-06T11:00:00+02:00,United States
US,Harrisonburg,Rockingham,"38.4772,-78.816704",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
TH,Udon Thani,"Nong Prajak Public Park, Udon Thani","17.414174,102.780926",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
TH,Nakhon Pathom,Water reservoir,"13.832076,100.057961",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,ONEIDA,RHINELANDER,"45.6453,-89.4125",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Birmingham-Hoover,Montevallo,"33.0928,-86.8072",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Chicago-Naperville-Joliet,Hammond-141st St,"41.6394,-87.4936",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,ROCKINGHAM,Londonderry - Moose,"42.862531,-71.38014",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,SWEETWATER,Moxa Arch,"41.750599,-109.789703",NO2,AirNow,ppm,0.001,2021-08-06T11:00:00+02:00,United States
US,New Orleans-Metairie-Kenner,Chalmette Vista,"29.9431,-89.9761",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
CA,ALBERTA,Bruderheim,"53.800117,-112.927795",SO2,AirNow,ppm,0.001,2021-08-06T08:00:00+02:00,Canada
US,Philadelphia-Camden-Wilmington,MLK,"39.7394,-75.5581",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
TH,Trang,"Polytechnic College, Trang","7.570238,99.588743",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,Riverton,South Pass,"42.5275,-108.7203",NO2,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
TH,Suphun Buri,Suphan Buri Provincial Central Stadium,"14.476214,100.086095",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,ARCHULETA,7004,"37.205862,-107.254118",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
TH,Nong Khai,"Nong Thin Public Park, Nong Khai","17.87748,102.728925",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
US,Phoenix-Mesa-Scottsdale,Phoenix JLG Supersit,"33.503601,-112.095001",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Milwaukee-Waukesha-West Allis,Milwaukee-UWM UPark,"43.09455,-87.90145",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Worcester,Worcester,"42.263901,-71.794701",SO2,AirNow,ppm,0.001,2021-08-06T12:00:00+02:00,United States
US,RIO BLANCO,"Rangely, CO","40.086941,-108.761002",NO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,GARRETT,Piney Run,"39.705799,-79.011902",O3,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Winston-Salem,HATTIEAVEN,"36.1106,-80.2267",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,Roanoke,EAST VINTON ELEMENTA,"37.285599,-79.884201",SO2,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
US,GREENBRIER,GREENBRIER COUNTY,"37.9081,-80.632797",O3,AirNow,ppm,0.001,2021-08-06T13:00:00+02:00,United States
TH,Uttaradit,"72nd Anniversary King Bhumibol Public Park, Uttaradit","17.631352,100.09896",SO2,Air4Thai,ppm,0.001,2021-08-06T14:00:00+02:00,Thailand
ZA,Garden Route,George,"-33.981195,22.473122",NO2,South Africa,ppm,0.001484,2021-08-06T14:00:00+02:00,South Africa
ZA,Dr Kenneth Kaunda,Khuma,"-26.854713,26.846664",SO2,South Africa,ppm,0.001914,2021-08-06T14:00:00+02:00,South Africa
ZA,Nelson Mandela Bay Metro,Motherwell,"-33.795488,25.619657",SO2,South Africa,ppm,0.001969,2021-08-06T14:00:00+02:00,South Africa
US,Cadillac,HOUGHTON LAKE,"44.3106,-84.891899",NO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,Fort Smith,ROLAND,"35.408138,-94.524414",NO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
AU,Traralgon,Traralgon,"-38.1942825,146.531464",SO2,Australia - Victoria,ppm,0.002,2021-08-06T13:00:00+02:00,Australia
US,Wheeling,WHEELING,"40.1147,-80.700798",O3,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,Middlesborough,MIDAIR,"36.6081,-83.7369",O3,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
TH,Satun,"City Hall, Satun","6.624686,100.066212",NO2,Air4Thai,ppm,0.002,2021-08-06T14:00:00+02:00,Thailand
US,Mount Vernon,KNIGHT_P,"38.088902,-88.625",O3,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,Minneapolis-St. Paul-Bloomington,Minneapolis-Downtown,"44.979,-93.2737",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,Louisville,Cannons Lane,"38.2286,-85.6544",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
MX,MEXICO STATE,Acolman,"19.6355,-98.912",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,Mexico
US,CACHE,Smithfield,"41.842778,-111.85194",NO2,AirNow,ppm,0.002,2021-08-06T12:00:00+02:00,United States
US,KANAWHA,CHARLESTON,"38.346258,-81.621161",O3,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,ST. LOUIS,Rider Trail I-70,"38.75264,-90.44884",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,CABELL,HUNTINGTON,"38.410242,-82.432436",O3,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,SUBLETTE,Pinedale Gaseous,"42.8698,-109.8708",NO2,AirNow,ppm,0.002,2021-08-06T11:00:00+02:00,United States
US,MACON,Coweeta,"35.0608,-83.4306",O3,AirNow,ppm,0.002,2021-08-06T12:00:00+02:00,United States
US,UINTAH,Vernal #4,"40.464722,-109.56083",NO2,AirNow,ppm,0.002,2021-08-06T12:00:00+02:00,United States
US,NASSAU,FBHWWTP,"30.6575,-81.464167",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,Columbia,Sandhill,"34.1311,-80.868301",NO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
TH,Trat,Trat Provincial Central Stadium,"12.234862,102.523721",NO2,Air4Thai,ppm,0.002,2021-08-06T14:00:00+02:00,Thailand
US,WYTHE,RURAL RETREAT,"36.893101,-81.254997",O3,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,Salt Lake City,Hawthorne,"40.733501,-111.871696",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,Weirton-Steubenville,Steubenville,"40.366452,-80.615691",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
TH,Phuket,Municipal Health Center,"7.884508,98.391318",SO2,Air4Thai,ppm,0.002,2021-08-06T14:00:00+02:00,Thailand
MX,DISTRITO FEDERAL,Pedregal,"19.3251,-99.2041",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,Mexico
US,Savannah,Savannah L&A,"32.0903,-81.1306",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,Atlanta-Sandy Springs-Marietta,United Ave,"33.7206,-84.3578",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,BERKSHIRE,PittsfieldES,"42.453035,-73.238776",O3,AirNow,ppm,0.002,2021-08-06T12:00:00+02:00,United States
US,DELTA,Paonia,"38.8763,-107.6022",NO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,Evansville,Dayville,"37.9536,-87.29",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
TH,Lampang,"Meteorological stations, Lampang","18.278251,99.506447",SO2,Air4Thai,ppm,0.002,2021-08-06T14:00:00+02:00,Thailand
US,El Centro,Calexico - Ethel Str,"32.67618,-115.48307",NO2,AirNow,ppm,0.002,2021-08-06T10:00:00+02:00,United States
TH,Prachin Buri,Bu Yai Bai Hall Station,"13.934197,101.58696",SO2,Air4Thai,ppm,0.002,2021-08-06T14:00:00+02:00,Thailand
US,JOHNSON,Johnson County,"43.87483,-106.50974",NO2,AirNow,ppm,0.002,2021-08-06T11:00:00+02:00,United States
US,ARCHULETA,7004,"37.205862,-107.254118",NO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,LINCOLN,Kemmerer Mobile,"41.783083,-110.537888",NO2,AirNow,ppm,0.002,2021-08-06T12:00:00+02:00,United States
US,TOOELE,Erda,"40.600556,-112.355",NO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
US,BUTLER,Made,"39.464718,-84.403774",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
TH,Lamphun,"Meteorological Staions, Lamphun","18.567179,99.03856",SO2,Air4Thai,ppm,0.002,2021-08-06T14:00:00+02:00,Thailand
US,PHILADELPHIA,RIT,"39.922516,-75.186783",SO2,AirNow,ppm,0.002,2021-08-06T13:00:00+02:00,United States
ZA,City of Tshwane,Booysens,"-25.71365,28.132096",NO2,South Africa,ppm,0.002064,2021-08-06T14:00:00+02:00,South Africa
ZA,None,Maitland,"-33.927546,18.482759",SO2,South Africa,ppm,0.002082,2021-08-06T14:00:00+02:00,South Africa
RW,Kigali,KGL,"-1.955597,30.0577381",NO2,Rwanda REMA,ppm,0.0022,2021-08-06T14:15:00+02:00,Rwanda
ZA,Ngaka Modiri Molema,Mafikeng,"-25.835814,25.614534",SO2,South Africa,ppm,0.002428,2021-08-06T14:00:00+02:00,South Africa
ZA,Fezile Dabi,Leitrim,"-26.851461,27.875845",NO2,South Africa,ppm,0.002869,2021-08-06T13:00:00+02:00,South Africa
US,Boise City-Nampa,St. Lukes Meridian,"43.600699,-116.347853",NO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,Keene,Keene,"42.930521,-72.272332",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
TH,Khon Kaen,Hydrogeological Group Water Resources Regional Office4 khonkaen,"16.445329,102.835251",NO2,Air4Thai,ppm,0.003,2021-08-06T14:00:00+02:00,Thailand
US,Watertown-Fort Drum,Perch River,"44.0878,-75.9744",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,GARRETT,Piney Run,"39.705799,-79.011902",NO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,BELMONT,Shadyside PSD,"39.9679,-80.7464",NO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,Carlsbad-Artesia,Carlsbad,"32.38,-104.2622",NO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,Arkadelphia,Caddo Valley,"34.1795,-93.0988",O3,AirNow,ppm,0.003,2021-08-06T11:00:00+02:00,United States
TH,Suphun Buri,Suphan Buri Provincial Central Stadium,"14.476214,100.086095",NO2,Air4Thai,ppm,0.003,2021-08-06T14:00:00+02:00,Thailand
US,Tupelo,TUPELOAP,"34.2633,-88.7597",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,DAKOTA,Lakeville - Near Roa,"44.706123,-93.285803",NO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
TH,Loei,"60th Anniversary Queen Sirikit Public Park, Loei","17.48462,101.732734",NO2,Air4Thai,ppm,0.003,2021-08-06T14:00:00+02:00,Thailand
US,Winchester,BUTLER MANUF. CO NEA,"39.282799,-78.081398",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,CARTER,GRAYSON,"38.2383,-82.9883",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,Burlington-South Burlington,Burlington,"44.476101,-73.210297",NO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,ALAMEDA,Berkeley Aquatic Par,"37.864767,-122.302741",NO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,Rock Springs,Wamsutter,"41.6778,-108.0242",NO2,AirNow,ppm,0.003,2021-08-06T12:00:00+02:00,United States
TH,Narathiwat,"City Hall, Narathiwat","6.426885,101.823005",NO2,Air4Thai,ppm,0.003,2021-08-06T14:00:00+02:00,Thailand
US,TREGO,Cedar Bluff,"38.7703,-99.7636",NO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,San Luis Obispo-Paso Robles,Atascadero2,"35.494556,-120.666203",NO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,SIMPSON,FRANKLN,"36.7086,-86.5664",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,PRINCE EDWARD,Prince Edward,"37.17,-78.31",O3,AirNow,ppm,0.003,2021-08-06T12:00:00+02:00,United States
TH,Rayong,Health Promotion Hospital Maptaput,"12.70862,101.166055",SO2,Air4Thai,ppm,0.003,2021-08-06T13:00:00+02:00,Thailand
US,Somerset,Laurel Hill,"39.9878,-79.2514",O3,AirNow,ppm,0.003,2021-08-06T12:00:00+02:00,United States
US,Akron,East High School,"41.063526,-81.468956",SO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,Cedar Rapids,TAIT CUMMINS,"41.948669,-91.639543",SO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,FLAGLER,Flagler County,"29.489082,-81.276833",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
TH,Mae Hong Son,"Natural Resources and Environment Office, Mae Hongson","19.304686,97.970999",NO2,Air4Thai,ppm,0.003,2021-08-06T14:00:00+02:00,Thailand
US,Gillette,Thunder Basin,"44.6633,-105.287498",NO2,AirNow,ppm,0.003,2021-08-06T11:00:00+02:00,United States
US,Montgomery,Wetumpka Tech Park,"32.535681,-86.255193",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,Rutland,RUTLAND,"43.608528,-72.98246",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,Longview,Longview C19/C127,"32.378682,-94.711811",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
TH,Samut Songkhram,Samut Songkhram Health Office,"13.428581,100.024664",SO2,Air4Thai,ppm,0.003,2021-08-06T14:00:00+02:00,Thailand
US,CONVERSE,Converse County Long,"43.1,-105.5",NO2,AirNow,ppm,0.003,2021-08-06T11:00:00+02:00,United States
US,Cleveland-Elyria-Mentor,Eastlake,"41.673006,-81.422455",SO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,Tuscaloosa,TUSCALOO,"33.0894,-87.4597",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
US,DUNN,Lake Ilo,"47.342589,-102.645997",NO2,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
TH,Bangkok,Thonburi Power Sub-Station,"13.727622,100.486568",SO2,Air4Thai,ppm,0.003,2021-08-06T14:00:00+02:00,Thailand
US,HOLMES,Bonifay,"30.8475,-85.6044",O3,AirNow,ppm,0.003,2021-08-06T13:00:00+02:00,United States
ZA,Nelson Mandela Bay Metro,Saltworks,"-33.763778,25.683428",NO2,South Africa,ppm,0.003138,2021-08-06T14:00:00+02:00,South Africa
ZA,Buffalo City Metro,Zwelitsha,"-32.88,27.4",NO2,South Africa,ppm,0.003182,2021-08-06T08:00:00+02:00,South Africa
ZA,Dr Kenneth Kaunda,Khuma,"-26.854713,26.846664",NO2,South Africa,ppm,0.003583,2021-08-06T14:00:00+02:00,South Africa
ZA,Cape Winelands,Stellenboch,"-33.927762,18.857242",NO2,South Africa,ppm,0.003924,2021-08-06T14:00:00+02:00,South Africa
US,Athens-Clarke County,Athens,"33.925,-83.3575",O3,AirNow,ppm,0.004,2021-08-06T13:00:00+02:00,United States
US,Lakeland,Fl. Baptist Children,"28.0294,-81.9719",O3,AirNow,ppm,0.004,2021-08-06T13:00:00+02:00,United States
TH,Nong Khai,"Nong Thin Public Park, Nong Khai","17.87748,102.728925",NO2,Air4Thai,ppm,0.004,2021-08-06T14:00:00+02:00,Thailand
US,ESSEX,Huntington Wildlife,"43.97,-74.22",O3,AirNow,ppm,0.004,2021-08-06T12:00:00+02:00,United States
US,DUVAL,Kooker Park,"30.356111,-81.635556",NO2,AirNow,ppm,0.004,2021-08-06T12:00:00+02:00,United States
TH,Phayao,"Phayao Provincial, Phayao","19.200226,99.893048",NO2,Air4Thai,ppm,0.004,2021-08-06T14:00:00+02:00,Thailand
US,Salisbury,ROCKWELL,"35.551868,-80.395039",O3,AirNow,ppm,0.004,2021-08-06T13:00:00+02:00,United States
US,TUCKER,Parsons,"39.0905,-79.6617",O3,AirNow,ppm,0.004,2021-08-06T12:00:00+02:00,United States
US,CLAIBORNE,Speedwell,"36.47,-83.83",O3,AirNow,ppm,0.004,2021-08-06T12:00:00+02:00,United States
US,Santa Cruz-Watsonville,Santa Cruz AMS,"36.98332,-121.98822",O3,AirNow,ppm,0.004,2021-08-06T13:00:00+02:00,United States
US,Durango,Ute 3,"37.10258,-107.870219",NO2,AirNow,ppm,0.004,2021-08-06T11:00:00+02:00,United States
TH,Trang,"Polytechnic College, Trang","7.570238,99.588743",NO2,Air4Thai,ppm,0.004,2021-08-06T14:00:00+02:00,Thailand
